Tanggal,Cabang,Nama Produk,Harga per Produk,Jumlah Terjual,is_weekday
2024-09-07,Cafe Perumahan Cijantung,Americano,20000,108,False
2024-09-21,Cafe Kantor SCBD,Cappuccino,22000,88,False
2024-10-24,Cafe Kantor SCBD,Cappuccino,22000,237,True
2024-10-12,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,19,False
2024-08-29,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,294,True
2024-10-25,Cafe Perumahan Tebet,Cafe Latte,23000,74,True
2024-08-29,Cafe Perumahan Tebet,Cafe Latte,23000,55,True
2024-10-12,Cafe Perumahan Cijantung,Cafe Latte,23000,28,False
2024-10-17,Cafe Perumahan Cijantung,Milk Tea,21000,39,True
2024-10-12,Cafe Perumahan Tebet,Cafe Latte,23000,198,False
2024-10-21,Cafe Mall Kokas,Cappuccino,22000,39,True
2024-09-04,Cafe Kantor SCBD,Cappuccino,22000,93,True
2024-09-06,Cafe Kantor SCBD,Cafe Latte,23000,180,True
2024-10-20,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,90,False
2024-10-04,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,201,True
2024-08-30,Cafe Perumahan Tebet,Cappuccino,22000,30,True
2024-10-08,Cafe Perumahan Tebet,Cappuccino,22000,24,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,144,True
2024-10-13,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,62,False
2024-09-16,Cafe Perumahan Cijantung,Cappuccino,22000,83,True
2024-09-24,Cafe Perumahan Cijantung,Cappuccino,22000,61,True
2024-09-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,91,False
2024-10-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,35,True
2024-10-18,Cafe Mall Kokas,Cappuccino,22000,225,True
2024-10-06,Cafe Kantor SCBD,Milk Tea,21000,100,False
2024-09-30,Cafe Perumahan Cijantung,Cappuccino,22000,42,True
2024-10-02,Cafe Perumahan Tebet,Cappuccino,22000,94,True
2024-10-15,Cafe Perumahan Tebet,Cappuccino,22000,25,True
2024-10-22,Cafe Mall Kokas,Milk Tea,21000,54,True
2024-10-05,Cafe Perumahan Cijantung,Milk Tea,21000,136,False
2024-10-16,Cafe Mall Kokas,Americano,20000,225,True
2024-09-01,Cafe Perumahan Tebet,Cappuccino,22000,116,False
2024-09-30,Cafe Perumahan Tebet,Cafe Latte,23000,52,True
2024-10-24,Cafe Mall Kokas,Americano,20000,249,True
2024-09-06,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,51,True
2024-09-04,Cafe Mall Kokas,Milk Tea,21000,141,True
2024-09-24,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,156,True
2024-09-12,Cafe Kantor SCBD,Americano,20000,291,True
2024-10-05,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,36,False
2024-09-03,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,10,True
2024-10-02,Cafe Perumahan Tebet,Cappuccino,22000,39,True
2024-10-06,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,132,False
2024-10-23,Cafe Kantor SCBD,Cappuccino,22000,264,True
2024-10-09,Cafe Mall Kokas,Milk Tea,21000,285,True
2024-08-30,Cafe Perumahan Cijantung,Americano,20000,47,True
2024-09-10,Cafe Kantor SCBD,Americano,20000,261,True
2024-08-29,Cafe Mall Kokas,Milk Tea,21000,126,True
2024-09-06,Cafe Mall Kokas,Cafe Latte,23000,54,True
2024-08-28,Cafe Perumahan Cijantung,Cappuccino,22000,78,True
2024-09-27,Cafe Perumahan Tebet,Americano,20000,60,True
2024-09-10,Cafe Perumahan Cijantung,Milk Tea,21000,21,True
2024-09-23,Cafe Perumahan Cijantung,Milk Tea,21000,72,True
2024-10-17,Cafe Kantor SCBD,Cafe Latte,23000,120,True
2024-09-09,Cafe Perumahan Cijantung,Americano,20000,80,True
2024-10-21,Cafe Kantor SCBD,Milk Tea,21000,234,True
2024-10-03,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,92,True
2024-10-20,Cafe Kantor SCBD,Milk Tea,21000,36,False
2024-10-22,Cafe Kantor SCBD,Cafe Latte,23000,183,True
2024-10-07,Cafe Mall Kokas,Cappuccino,22000,60,True
2024-09-23,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,207,True
2024-09-17,Cafe Perumahan Cijantung,Cappuccino,22000,12,True
2024-08-27,Cafe Kantor SCBD,Americano,20000,195,True
2024-09-06,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,79,True
2024-10-04,Cafe Perumahan Cijantung,Milk Tea,21000,84,True
2024-10-08,Cafe Kantor SCBD,Cappuccino,22000,102,True
2024-09-19,Cafe Perumahan Tebet,Cafe Latte,23000,21,True
2024-10-04,Cafe Perumahan Cijantung,Cafe Latte,23000,81,True
2024-10-20,Cafe Perumahan Cijantung,Cafe Latte,23000,160,False
2024-10-10,Cafe Mall Kokas,Cafe Latte,23000,273,True
2024-08-30,Cafe Kantor SCBD,Cappuccino,22000,300,True
2024-10-17,Cafe Mall Kokas,Americano,20000,108,True
2024-09-14,Cafe Perumahan Tebet,Cappuccino,22000,150,False
2024-10-17,Cafe Perumahan Cijantung,Cafe Latte,23000,26,True
2024-10-11,Cafe Perumahan Cijantung,Milk Tea,21000,66,True
2024-10-06,Cafe Mall Kokas,Americano,20000,94,False
2024-08-31,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,59,False
2024-10-02,Cafe Mall Kokas,Cafe Latte,23000,33,True
2024-10-03,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,30,True
2024-09-07,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,92,False
2024-09-02,Cafe Perumahan Tebet,Americano,20000,93,True
2024-09-23,Cafe Perumahan Cijantung,Milk Tea,21000,95,True
2024-09-01,Cafe Mall Kokas,Americano,20000,54,False
2024-09-21,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,50,False
2024-09-20,Cafe Mall Kokas,Americano,20000,282,True
2024-09-27,Cafe Perumahan Tebet,Cafe Latte,23000,47,True
2024-10-01,Cafe Perumahan Cijantung,Cappuccino,22000,25,True
2024-10-24,Cafe Perumahan Cijantung,Cafe Latte,23000,54,True
2024-10-06,Cafe Mall Kokas,Americano,20000,21,False
2024-10-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,222,True
2024-10-15,Cafe Mall Kokas,Cafe Latte,23000,228,True
2024-09-23,Cafe Mall Kokas,Cafe Latte,23000,249,True
2024-10-06,Cafe Perumahan Tebet,Cappuccino,22000,34,False
2024-09-24,Cafe Kantor SCBD,Cappuccino,22000,54,True
2024-09-18,Cafe Kantor SCBD,Milk Tea,21000,75,True
2024-09-26,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,75,True
2024-09-14,Cafe Perumahan Tebet,Americano,20000,168,False
2024-09-09,Cafe Kantor SCBD,Cappuccino,22000,120,True
2024-09-12,Cafe Perumahan Tebet,Milk Tea,21000,83,True
2024-09-20,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,201,True
2024-10-07,Cafe Mall Kokas,Cappuccino,22000,279,True
2024-10-04,Cafe Mall Kokas,Americano,20000,30,True
2024-10-05,Cafe Perumahan Tebet,Cafe Latte,23000,116,False
2024-09-19,Cafe Kantor SCBD,Americano,20000,237,True
2024-10-16,Cafe Kantor SCBD,Cafe Latte,23000,288,True
2024-10-18,Cafe Mall Kokas,Cappuccino,22000,237,True
2024-10-17,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,84,True
2024-09-16,Cafe Perumahan Cijantung,Americano,20000,60,True
2024-09-29,Cafe Perumahan Tebet,Cappuccino,22000,126,False
2024-09-09,Cafe Mall Kokas,Americano,20000,231,True
2024-09-13,Cafe Perumahan Cijantung,Cappuccino,22000,79,True
2024-09-26,Cafe Kantor SCBD,Cappuccino,22000,48,True
2024-10-01,Cafe Mall Kokas,Americano,20000,162,True
2024-09-05,Cafe Mall Kokas,Milk Tea,21000,129,True
2024-09-29,Cafe Perumahan Cijantung,Cappuccino,22000,186,False
2024-09-28,Cafe Perumahan Tebet,Milk Tea,21000,104,False
2024-10-06,Cafe Perumahan Tebet,Milk Tea,21000,68,False
2024-08-28,Cafe Mall Kokas,Americano,20000,291,True
2024-09-01,Cafe Kantor SCBD,Milk Tea,21000,29,False
2024-09-27,Cafe Mall Kokas,Cafe Latte,23000,147,True
2024-09-06,Cafe Perumahan Tebet,Cafe Latte,23000,74,True
2024-09-18,Cafe Perumahan Tebet,Milk Tea,21000,61,True
2024-10-03,Cafe Kantor SCBD,Cappuccino,22000,57,True
2024-09-14,Cafe Kantor SCBD,Milk Tea,21000,62,False
2024-08-30,Cafe Perumahan Cijantung,Milk Tea,21000,77,True
2024-09-28,Cafe Kantor SCBD,Cappuccino,22000,28,False
2024-10-13,Cafe Mall Kokas,Cappuccino,22000,21,False
2024-09-07,Cafe Perumahan Cijantung,Cappuccino,22000,174,False
2024-10-14,Cafe Perumahan Cijantung,Cappuccino,22000,22,True
2024-09-30,Cafe Mall Kokas,Americano,20000,129,True
2024-10-12,Cafe Kantor SCBD,Cafe Latte,23000,96,False
2024-10-12,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,94,False
2024-10-12,Cafe Kantor SCBD,Milk Tea,21000,59,False
2024-10-20,Cafe Kantor SCBD,Milk Tea,21000,41,False
2024-09-28,Cafe Kantor SCBD,Americano,20000,14,False
2024-10-11,Cafe Kantor SCBD,Cafe Latte,23000,96,True
2024-08-27,Cafe Perumahan Cijantung,Americano,20000,17,True
2024-10-09,Cafe Kantor SCBD,Cafe Latte,23000,69,True
2024-09-10,Cafe Perumahan Cijantung,Cafe Latte,23000,96,True
2024-09-29,Cafe Perumahan Cijantung,Americano,20000,20,False
2024-09-07,Cafe Mall Kokas,Milk Tea,21000,77,False
2024-09-26,Cafe Perumahan Cijantung,Milk Tea,21000,82,True
2024-09-19,Cafe Perumahan Tebet,Cafe Latte,23000,66,True
2024-09-04,Cafe Mall Kokas,Milk Tea,21000,102,True
2024-10-11,Cafe Perumahan Tebet,Cafe Latte,23000,30,True
2024-09-06,Cafe Kantor SCBD,Cafe Latte,23000,162,True
2024-10-13,Cafe Perumahan Tebet,Cafe Latte,23000,54,False
2024-10-17,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,108,True
2024-10-09,Cafe Perumahan Tebet,Cappuccino,22000,49,True
2024-10-08,Cafe Mall Kokas,Milk Tea,21000,96,True
2024-09-19,Cafe Perumahan Cijantung,Cafe Latte,23000,26,True
2024-09-23,Cafe Perumahan Tebet,Cafe Latte,23000,23,True
2024-09-24,Cafe Perumahan Tebet,Milk Tea,21000,92,True
2024-08-29,Cafe Mall Kokas,Americano,20000,84,True
2024-09-14,Cafe Kantor SCBD,Cappuccino,22000,29,False
2024-10-07,Cafe Perumahan Cijantung,Cafe Latte,23000,74,True
2024-09-08,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,30,False
2024-10-04,Cafe Perumahan Tebet,Cafe Latte,23000,88,True
2024-10-19,Cafe Kantor SCBD,Milk Tea,21000,53,False
2024-09-15,Cafe Perumahan Tebet,Cappuccino,22000,24,False
2024-09-19,Cafe Kantor SCBD,Americano,20000,96,True
2024-09-10,Cafe Perumahan Tebet,Milk Tea,21000,46,True
2024-10-18,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,98,True
2024-09-27,Cafe Mall Kokas,Americano,20000,165,True
2024-09-10,Cafe Perumahan Tebet,Cafe Latte,23000,69,True
2024-10-03,Cafe Perumahan Cijantung,Americano,20000,80,True
2024-09-10,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,150,True
2024-09-02,Cafe Perumahan Tebet,Cappuccino,22000,69,True
2024-09-19,Cafe Perumahan Cijantung,Cafe Latte,23000,78,True
2024-10-15,Cafe Kantor SCBD,Cafe Latte,23000,69,True
2024-10-13,Cafe Kantor SCBD,Cappuccino,22000,56,False
2024-09-23,Cafe Mall Kokas,Americano,20000,120,True
2024-09-17,Cafe Perumahan Tebet,Americano,20000,54,True
2024-09-03,Cafe Perumahan Cijantung,Americano,20000,45,True
2024-10-25,Cafe Kantor SCBD,Americano,20000,39,True
2024-10-01,Cafe Perumahan Tebet,Cappuccino,22000,74,True
2024-10-21,Cafe Perumahan Tebet,Cafe Latte,23000,50,True
2024-09-09,Cafe Perumahan Cijantung,Milk Tea,21000,39,True
2024-10-05,Cafe Mall Kokas,Cafe Latte,23000,50,False
2024-10-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,219,True
2024-09-10,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,15,True
2024-08-30,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,54,True
2024-10-16,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,39,True
2024-10-09,Cafe Mall Kokas,Cafe Latte,23000,189,True
2024-08-29,Cafe Perumahan Cijantung,Milk Tea,21000,55,True
2024-10-13,Cafe Perumahan Tebet,Americano,20000,32,False
2024-09-17,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,44,True
2024-09-23,Cafe Perumahan Cijantung,Milk Tea,21000,60,True
2024-09-05,Cafe Perumahan Tebet,Milk Tea,21000,50,True
2024-09-26,Cafe Perumahan Cijantung,Americano,20000,86,True
2024-10-17,Cafe Mall Kokas,Cafe Latte,23000,171,True
2024-09-09,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,30,True
2024-09-09,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,75,True
2024-10-18,Cafe Mall Kokas,Cappuccino,22000,174,True
2024-09-03,Cafe Perumahan Cijantung,Americano,20000,93,True
2024-09-07,Cafe Kantor SCBD,Americano,20000,97,False
2024-10-12,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,12,False
2024-09-23,Cafe Perumahan Cijantung,Cafe Latte,23000,96,True
2024-10-11,Cafe Perumahan Cijantung,Cappuccino,22000,61,True
2024-09-13,Cafe Perumahan Cijantung,Cafe Latte,23000,90,True
2024-10-23,Cafe Kantor SCBD,Cappuccino,22000,108,True
2024-09-09,Cafe Kantor SCBD,Cafe Latte,23000,87,True
2024-09-17,Cafe Mall Kokas,Milk Tea,21000,213,True
2024-10-19,Cafe Kantor SCBD,Cappuccino,22000,76,False
2024-10-20,Cafe Mall Kokas,Milk Tea,21000,92,False
2024-10-24,Cafe Perumahan Tebet,Cafe Latte,23000,56,True
2024-09-23,Cafe Kantor SCBD,Cafe Latte,23000,84,True
2024-09-14,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,106,False
2024-10-09,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,82,True
2024-09-12,Cafe Perumahan Tebet,Cafe Latte,23000,71,True
2024-10-02,Cafe Perumahan Tebet,Cappuccino,22000,12,True
2024-10-15,Cafe Kantor SCBD,Milk Tea,21000,162,True
2024-10-14,Cafe Mall Kokas,Cafe Latte,23000,276,True
2024-09-27,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,249,True
2024-09-07,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,154,False
2024-09-10,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,180,True
2024-09-08,Cafe Mall Kokas,Cafe Latte,23000,79,False
2024-09-15,Cafe Mall Kokas,Cappuccino,22000,52,False
2024-09-15,Cafe Perumahan Cijantung,Milk Tea,21000,100,False
2024-09-19,Cafe Perumahan Tebet,Cafe Latte,23000,86,True
2024-09-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,99,True
2024-10-02,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,97,True
2024-10-04,Cafe Perumahan Cijantung,Cafe Latte,23000,71,True
2024-09-25,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,42,True
2024-09-28,Cafe Perumahan Tebet,Cafe Latte,23000,38,False
2024-09-12,Cafe Kantor SCBD,Cafe Latte,23000,285,True
2024-10-18,Cafe Kantor SCBD,Cappuccino,22000,150,True
2024-09-08,Cafe Perumahan Cijantung,Cafe Latte,23000,154,False
2024-10-17,Cafe Kantor SCBD,Cappuccino,22000,51,True
2024-09-24,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,105,True
2024-09-14,Cafe Kantor SCBD,Milk Tea,21000,22,False
2024-09-13,Cafe Perumahan Tebet,Cafe Latte,23000,63,True
2024-09-26,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,83,True
2024-10-13,Cafe Perumahan Cijantung,Milk Tea,21000,124,False
2024-10-15,Cafe Kantor SCBD,Milk Tea,21000,102,True
2024-09-14,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,132,False
2024-09-14,Cafe Perumahan Tebet,Cafe Latte,23000,142,False
2024-09-30,Cafe Perumahan Tebet,Cafe Latte,23000,24,True
2024-10-18,Cafe Kantor SCBD,Cappuccino,22000,216,True
2024-10-15,Cafe Perumahan Cijantung,Americano,20000,26,True
2024-08-31,Cafe Perumahan Cijantung,Cappuccino,22000,110,False
2024-10-11,Cafe Kantor SCBD,Americano,20000,111,True
2024-10-10,Cafe Perumahan Cijantung,Milk Tea,21000,37,True
2024-09-21,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,99,False
2024-08-31,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,26,False
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,231,True
2024-10-06,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,72,False
2024-08-28,Cafe Kantor SCBD,Milk Tea,21000,147,True
2024-09-23,Cafe Kantor SCBD,Americano,20000,174,True
2024-09-15,Cafe Mall Kokas,Milk Tea,21000,65,False
2024-09-15,Cafe Perumahan Cijantung,Americano,20000,72,False
2024-09-24,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,55,True
2024-09-15,Cafe Mall Kokas,Cafe Latte,23000,30,False
2024-10-13,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,80,False
2024-09-03,Cafe Mall Kokas,Cafe Latte,23000,144,True
2024-08-30,Cafe Kantor SCBD,Milk Tea,21000,186,True
2024-08-27,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,90,True
2024-10-09,Cafe Perumahan Cijantung,Americano,20000,19,True
2024-10-19,Cafe Perumahan Cijantung,Americano,20000,64,False
2024-09-11,Cafe Kantor SCBD,Americano,20000,60,True
2024-09-11,Cafe Mall Kokas,Cappuccino,22000,147,True
2024-09-27,Cafe Kantor SCBD,Milk Tea,21000,60,True
2024-10-15,Cafe Mall Kokas,Cafe Latte,23000,246,True
2024-09-25,Cafe Mall Kokas,Americano,20000,177,True
2024-10-19,Cafe Perumahan Tebet,Cappuccino,22000,194,False
2024-09-27,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,89,True
2024-10-06,Cafe Mall Kokas,Cafe Latte,23000,56,False
2024-10-19,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,91,False
2024-10-10,Cafe Kantor SCBD,Cappuccino,22000,168,True
2024-09-17,Cafe Perumahan Cijantung,Cafe Latte,23000,24,True
2024-08-31,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,162,False
2024-10-14,Cafe Perumahan Cijantung,Americano,20000,23,True
2024-10-12,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,90,False
2024-09-15,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,174,False
2024-10-25,Cafe Perumahan Tebet,Cafe Latte,23000,44,True
2024-09-12,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,93,True
2024-09-23,Cafe Mall Kokas,Milk Tea,21000,240,True
2024-10-03,Cafe Mall Kokas,Cafe Latte,23000,96,True
2024-10-20,Cafe Perumahan Cijantung,Cappuccino,22000,70,False
2024-10-24,Cafe Kantor SCBD,Americano,20000,177,True
2024-09-06,Cafe Kantor SCBD,Americano,20000,195,True
2024-10-05,Cafe Mall Kokas,Cafe Latte,23000,46,False
2024-09-02,Cafe Mall Kokas,Americano,20000,294,True
2024-09-07,Cafe Perumahan Tebet,Cafe Latte,23000,116,False
2024-10-09,Cafe Perumahan Tebet,Cappuccino,22000,92,True
2024-08-30,Cafe Kantor SCBD,Cappuccino,22000,288,True
2024-09-11,Cafe Perumahan Cijantung,Cafe Latte,23000,26,True
2024-09-09,Cafe Perumahan Tebet,Milk Tea,21000,88,True
2024-09-01,Cafe Kantor SCBD,Cappuccino,22000,47,False
2024-09-12,Cafe Mall Kokas,Cafe Latte,23000,288,True
2024-10-13,Cafe Mall Kokas,Cafe Latte,23000,83,False
2024-10-03,Cafe Kantor SCBD,Cappuccino,22000,234,True
2024-10-06,Cafe Mall Kokas,Cafe Latte,23000,69,False
2024-10-08,Cafe Mall Kokas,Americano,20000,57,True
2024-10-24,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,48,True
2024-10-13,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,54,False
2024-09-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,31,False
2024-10-07,Cafe Perumahan Cijantung,Cafe Latte,23000,79,True
2024-10-14,Cafe Kantor SCBD,Milk Tea,21000,60,True
2024-09-13,Cafe Perumahan Cijantung,Americano,20000,22,True
2024-09-11,Cafe Mall Kokas,Cappuccino,22000,177,True
2024-09-01,Cafe Kantor SCBD,Cafe Latte,23000,33,False
2024-10-06,Cafe Perumahan Cijantung,Cappuccino,22000,20,False
2024-09-07,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,52,False
2024-10-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,79,True
2024-10-12,Cafe Perumahan Cijantung,Americano,20000,198,False
2024-09-10,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,14,True
2024-09-23,Cafe Mall Kokas,Americano,20000,231,True
2024-10-20,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,41,False
2024-10-07,Cafe Kantor SCBD,Cappuccino,22000,90,True
2024-09-13,Cafe Perumahan Tebet,Americano,20000,41,True
2024-09-19,Cafe Mall Kokas,Milk Tea,21000,210,True
2024-09-11,Cafe Perumahan Tebet,Cafe Latte,23000,54,True
2024-10-25,Cafe Mall Kokas,Cafe Latte,23000,96,True
2024-09-28,Cafe Kantor SCBD,Cafe Latte,23000,43,False
2024-10-09,Cafe Mall Kokas,Cappuccino,22000,90,True
2024-09-30,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,53,True
2024-09-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,62,True
2024-09-05,Cafe Kantor SCBD,Milk Tea,21000,267,True
2024-10-21,Cafe Mall Kokas,Milk Tea,21000,36,True
2024-10-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,46,True
2024-10-13,Cafe Perumahan Tebet,Cappuccino,22000,152,False
2024-10-05,Cafe Perumahan Tebet,Cappuccino,22000,66,False
2024-09-06,Cafe Kantor SCBD,Americano,20000,54,True
2024-09-05,Cafe Mall Kokas,Milk Tea,21000,246,True
2024-08-30,Cafe Kantor SCBD,Americano,20000,165,True
2024-09-13,Cafe Kantor SCBD,Milk Tea,21000,81,True
2024-09-24,Cafe Perumahan Tebet,Cappuccino,22000,55,True
2024-09-09,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,92,True
2024-09-01,Cafe Perumahan Tebet,Cafe Latte,23000,162,False
2024-10-22,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,58,True
2024-09-25,Cafe Perumahan Cijantung,Milk Tea,21000,76,True
2024-09-18,Cafe Perumahan Cijantung,Cafe Latte,23000,96,True
2024-10-08,Cafe Perumahan Tebet,Milk Tea,21000,39,True
2024-09-20,Cafe Perumahan Cijantung,Cafe Latte,23000,48,True
2024-10-16,Cafe Kantor SCBD,Cappuccino,22000,162,True
2024-10-05,Cafe Perumahan Cijantung,Cappuccino,22000,32,False
2024-10-20,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,168,False
2024-09-13,Cafe Perumahan Tebet,Cappuccino,22000,10,True
2024-09-16,Cafe Kantor SCBD,Cafe Latte,23000,39,True
2024-09-03,Cafe Perumahan Tebet,Cappuccino,22000,10,True
2024-09-19,Cafe Perumahan Cijantung,Americano,20000,67,True
2024-08-30,Cafe Mall Kokas,Americano,20000,90,True
2024-09-08,Cafe Perumahan Cijantung,Cappuccino,22000,68,False
2024-09-18,Cafe Perumahan Cijantung,Americano,20000,17,True
2024-09-13,Cafe Mall Kokas,Cafe Latte,23000,132,True
2024-10-24,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,102,True
2024-09-02,Cafe Perumahan Tebet,Americano,20000,61,True
2024-09-21,Cafe Perumahan Cijantung,Americano,20000,136,False
2024-10-04,Cafe Kantor SCBD,Milk Tea,21000,108,True
2024-10-22,Cafe Mall Kokas,Americano,20000,141,True
2024-09-28,Cafe Perumahan Tebet,Americano,20000,70,False
2024-09-04,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,117,True
2024-09-08,Cafe Kantor SCBD,Cafe Latte,23000,76,False
2024-09-15,Cafe Mall Kokas,Cafe Latte,23000,17,False
2024-10-12,Cafe Mall Kokas,Milk Tea,21000,67,False
2024-09-02,Cafe Perumahan Cijantung,Milk Tea,21000,50,True
2024-10-12,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,27,False
2024-10-06,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,36,False
2024-08-28,Cafe Perumahan Tebet,Americano,20000,61,True
2024-09-08,Cafe Perumahan Cijantung,Americano,20000,164,False
2024-09-20,Cafe Perumahan Cijantung,Milk Tea,21000,14,True
2024-09-26,Cafe Perumahan Tebet,Milk Tea,21000,67,True
2024-08-30,Cafe Kantor SCBD,Americano,20000,96,True
2024-09-15,Cafe Kantor SCBD,Cappuccino,22000,10,False
2024-09-09,Cafe Kantor SCBD,Cappuccino,22000,219,True
2024-10-19,Cafe Mall Kokas,Cappuccino,22000,81,False
2024-10-08,Cafe Mall Kokas,Cappuccino,22000,150,True
2024-10-09,Cafe Perumahan Tebet,Cafe Latte,23000,19,True
2024-09-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,12,True
2024-10-13,Cafe Perumahan Tebet,Milk Tea,21000,200,False
2024-10-08,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,89,True
2024-09-25,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,243,True
2024-10-17,Cafe Perumahan Cijantung,Milk Tea,21000,46,True
2024-09-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,98,True
2024-09-12,Cafe Perumahan Cijantung,Cappuccino,22000,87,True
2024-10-03,Cafe Perumahan Cijantung,Milk Tea,21000,55,True
2024-09-26,Cafe Kantor SCBD,Cappuccino,22000,66,True
2024-10-01,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,85,True
2024-09-27,Cafe Kantor SCBD,Milk Tea,21000,54,True
2024-09-26,Cafe Mall Kokas,Cappuccino,22000,231,True
2024-08-30,Cafe Mall Kokas,Americano,20000,234,True
2024-09-01,Cafe Perumahan Cijantung,Americano,20000,82,False
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,62,False
2024-09-05,Cafe Mall Kokas,Cafe Latte,23000,114,True
2024-10-01,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,84,True
2024-10-20,Cafe Mall Kokas,Americano,20000,77,False
2024-10-20,Cafe Mall Kokas,Cappuccino,22000,61,False
2024-10-05,Cafe Mall Kokas,Cappuccino,22000,59,False
2024-09-27,Cafe Mall Kokas,Cafe Latte,23000,111,True
2024-09-07,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,37,False
2024-09-18,Cafe Perumahan Cijantung,Cappuccino,22000,11,True
